LSC,EC,St#,Street Name,Abbr,Dir,Municipality,Community,List Price,Type,Style,BR,(+),Wr,Fam,Kit,Gar Type,(A/C),Heat,Contract Date ,List Brokerage,Co-Op Brokerage,CB Com,MLS #
New,,22 Daleside Cres,,,,Toronto C13,Victoria Village,"$1,990,000",Detached,Bungalow,3,,2,Y,2,Built-In,Central Air,Gas,12/31/2021,AIMHOME REALTY I...,416-490-0880,2.5%+Hst,C5462373
New,,29 Chapel Park Sq,,,,Toronto E05,Steeles,"$1,998,000",Detached,2-Storey,4,2,6,Y,1,Built-In,Central Air,Gas,1/8/2022,CENTURY 21 LANDU...,905-475-8807,2.5%+Many ...,E5467711
New,,2 Leona Dr,,,,Toronto C14,Willowdale East,"$2,036,000",Detached,1 1/2 Storey,2,,2,Y,1,Detached,Central Air,Other,11/15/2021,RE/MAX HALLMARK ...,905-883-4922,2.50%,C5432963
New,,9 Waxwing Pl,,,,Toronto C13,Banbury-Don Mills,"$2,100,000",Detached,Backsplit 3,4,,5,Y,1,Built-In,Central Air,Gas,1/10/2022,MILBORNE REAL ES...,416-928-9998,2.5% Plus ...,C5468068
New,,20 Benlamond Ave,,,,Toronto E02,East End-Danforth,"$2,189,000",Detached,3-Storey,4,,4,Y,1,None,Central Air,Gas,1/11/2022,RE/MAX HALLMARK ...,416-699-0303,2.50%,E5469262
New,,7 Bracebridge Ave,,,,Toronto E03,Woodbine-Lumsden,"$2,200,000",Detached,Bungalow,2,1,2,N,1,None,None,Gas,10/12/2021,HARVEY KALLES RE...,416-441-2888,2.5% + Hst...,E5401059
New,,186 Woodville Ave,,,,Toronto E03,East York,"$2,229,000",Detached,2-Storey,4,1,5,Y,1,None,Central Air,Gas,1/12/2022,IPRO REALTY LTD....,416-364-2036,2.50%,E5470153
New,,80 Pemberton Ave,,,,Toronto C14,Newtonbrook East,"$2,288,000",Detached,2-Storey,4,1,5,Y,1,Built-In,Central Air,Gas,1/11/2022,FOREST HILL REAL...,416-929-4343,2.5% +Hst,C5469364
New,,3 Warlock Cres,,,,Toronto C15,Bayview Woods-Steeles,"$2,338,990",Detached,Backsplit 4,3,2,3,Y,1,Built-In,Central Air,Gas,1/8/2022,RE/MAX REALTRON ...,416-222-8600,2.5%+Many ...,C5467535
New,,43 Burbank Dr,,,,Toronto C15,Bayview Village,"$2,388,800",Detached,Backsplit 4,4,1,3,Y,1,Attached,Central Air,Gas,12/4/2021,RE/MAX REAL ESTA...,905-795-1900,2.50%,C5449073
New,,50 Bickerton Cres,,,,Toronto C15,Pleasant View,"$2,388,888",Detached,2-Storey,4,3,4,Y,1,Attached,Central Air,Gas,1/3/2022,MASTER`S TRUST R...,905-940-8996,2.50%,C5462846
New,,55 Leacock Cres,,,,Toronto C13,Banbury-Don Mills,"$2,390,000",Detached,2-Storey,4,2,4,Y,1,Attached,Central Air,Gas,11/6/2021,ROYAL LEPAGE GOL...,905-513-8878,2.5% +Hst,C5425121
New,,46 Winlock Park,,,,Toronto C14,Newtonbrook East,"$2,390,000",Detached,2-Storey,4,2,4,Y,1,Attached,Central Air,Gas,1/5/2022,TRADEWORLD REALT...,416-491-3228,2.5% + Hst,C5466727
New,,46 Centre Ave,,,,Toronto C14,Newtonbrook East,"$2,398,000",Detached,1 1/2 Storey,4,2,4,N,1,Attached,Central Air,Gas,12/10/2021,SOLTANIAN REAL E...,416-901-8881,2.5%-$499+...,C5453893
New,,22 Bellbrook Rd,,,,Toronto E05,L'Amoreaux,"$2,399,900",Detached,2-Storey,4,2,6,Y,1,Built-In,Central Air,Gas,1/6/2022,RE/MAX ROYAL PRO...,905-554-0101,2.5% + Hst,E5466227
New,,82 Ellington Dr,,,,Toronto E04,Wexford-Maryvale,"$2,400,000",Detached,2-Storey,7,4,7,Y,1,Attached,Central Air,Gas,11/19/2021,RE/MAX ALL-STARS...,905-640-3131,2.25,E5437065
New,,236 Mckee Ave,,,,Toronto C14,Willowdale East,"$2,488,000",Detached,2-Storey,4,1,4,Y,1,Built-In,Central Air,Gas,1/11/2022,FOREST HILL REAL...,416-929-4343,2.50%,C5469313
New,,47 Sherwood Ave,,,,Toronto E04,Wexford-Maryvale,"$2,499,000",Detached,2-Storey,6,2,6,N,2,Attached,None,Gas,1/7/2022,CENTURY 21 LEADI...,416-686-1500,2.50%,E5466885
New,,348 Greenfield Ave,,,,Toronto C14,Willowdale East,"$2,580,000",Detached,2-Storey,4,1,5,Y,1,Built-In,Central Air,Gas,1/11/2022,HC REALTY GROUP ...,905-889-9969,2.5% + Hst,C5469342
New,,43 Lee Ave,,,,Toronto E02,The Beaches,"$2,580,000",Triplex,3-Storey,2,2,4,N,2,None,Wall Unit,Electric,12/2/2021,SOHO CLASSIC REA...,416-238-4886,2.5% Plus ...,E5447823
New,,19 Dunlace Dr,,,,Toronto C12,St. Andrew-Windfields,"$2,590,000",Detached,2-Storey,4,,3,Y,1,Attached,Central Air,Gas,10/12/2021,MASTER`S TRUST R...,905-940-8996,2.5,C5398865
New,,263 Burbank Dr,,,,Toronto C15,Bayview Village,"$2,590,000",Detached,2-Storey,4,1,5,Y,1,Attached,Central Air,Gas,11/29/2021,CENTURY 21 THE O...,905-604-6006,2.50%,C5444349
New,,102 Upper Canada Dr,,,,Toronto C12,St. Andrew-Windfields,"$2,600,000",Detached,Sidesplit 5,5,2,3,Y,2,Attached,Central Air,Gas,11/26/2021,QUINTILLION REAL...,905-477-2789,2.5% Less ...,C5443031
New,,25 Dunlace Dr,,,,Toronto C12,St. Andrew-Windfields,"$2,688,000",Detached,Backsplit 3,3,,3,N,1,Attached,Central Air,Gas,1/5/2022,HOMELIFE NEW WOR...,416-490-1177,2.50%,C5464881
New,,63 Jones Ave,,,,Toronto E01,South Riverdale,"$2,695,000",Detached,3-Storey,3,1,5,Y,1,Built-In,Central Air,Gas,1/4/2022,HARVEY KALLES RE...,416-441-2888,2.5% + Hst,E5463624
New,,19 Daleena Dr,,,,Toronto C13,Parkwoods-Donalda,"$2,698,888",Detached,2-Storey,4,,4,Y,1,Built-In,Central Air,Gas,10/21/2021,UNION CAPITAL RE...,289-317-1288,2.5% - $10...,C5410947
New,,10 Oscar Crt,,,,Toronto C15,Bayview Village,"$2,700,000",Detached,Sidesplit 3,3,2,2,N,1,Built-In,Central Air,Gas,1/6/2022,HOMELIFE LANDMAR...,905-305-1600,2.5% + Hst,C5465495
New,,246 Empress Ave,,,,Toronto C14,Willowdale East,"$2,788,000",Detached,2-Storey,5,2,6,Y,1,Built-In,Central Air,Gas,1/10/2022,RE/MAX REALTRON ...,416-222-8600,2.5% -$49...,C5468334
New,,67 Newton Dr,,,,Toronto C14,Newtonbrook East,"$2,790,000",Detached,2-Storey,4,2,5,Y,1,Built-In,Central Air,Gas,12/30/2021,MASTER`S TRUST R...,905-940-8996,2.5 % +Hst,C5462103
New,,123 Burbank Dr,,,,Toronto C15,Bayview Village,"$2,799,000",Detached,Bungalow,2,2,3,Y,1,Attached,Central Air,Gas,1/5/2022,AIMHOME REALTY I...,416-490-0880,2.5% + Hst,C5464401
New,,16 Kenrae Rd,,,,Toronto E03,East York,"$2,799,000",Detached,Bungalow,2,,1,Y,1,None,Central Air,Gas,1/9/2022,EASY LIST REALTY...,800-831-3726,Seller Wil...,E5467907
New,,224 Lawrence Ave E,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$2,880,000",Detached,2-Storey,4,1,5,Y,1,Built-In,Central Air,Gas,10/7/2021,MANORLEAD GROUP ...,647-613-8568,2.50%,C5395042
New,,57A Hopperton Dr,,,,Toronto C12,St. Andrew-Windfields,"$2,899,800",Detached,2-Storey,5,2,5,Y,2,Built-In,Central Air,Gas,12/10/2021,HOMELIFE LANDMAR...,905-305-1600,2.5% + Hst,C5453195
New,,86-92 Gainsborough Rd,,,,Toronto E02,Woodbine Corridor,"$2,899,900",Semi-Detached,2-Storey,8,1,4,N,4,None,Central Air,Gas,12/13/2021,HARVEY KALLES RE...,416-441-2888,2.50%,E5457084
New,,47 Foursome Cres,,,,Toronto C12,St. Andrew-Windfields,"$2,980,000",Detached,Bungalow,3,,2,Y,1,Detached,Central Air,Gas,11/29/2021,BAY STREET GROUP...,905-909-0101,2.50%,C5444641
New,,24 Morewood Cres,,,,Toronto C15,Bayview Village,"$2,999,000",Detached,Sidesplit 5,4,1,3,Y,1,Built-In,Central Air,Gas,12/23/2021,ROYAL LEPAGE REA...,416-487-4311,2.5% + Hst,C5460343
New,,752 Midland Ave,,,,Toronto E04,Kennedy Park,"$2,999,000",Detached,2-Storey,3,1,1,Y,1,Detached,None,Gas,11/26/2021,CENTURY 21 PERCY...,416-298-8200,2.00%,E5443154
New,,3 Faircrest Circ,,,,Toronto E03,O'Connor-Parkview,"$3,000,000",Detached,Bungalow,3,,2,N,1,Attached,Central Air,Gas,11/12/2021,RE/MAX WEST REAL...,416-760-0600,2.5% ** Pl...,E5431121
New,,298 Mckee Ave,,,,Toronto C14,Willowdale East,"$3,099,000",Detached,2-Storey,4,3,5,Y,1,Attached,Central Air,Gas,10/23/2021,HOMELIFE NEW WOR...,416-490-1177,2.5% + Hst,C5411908
New,,170 Cummer Ave,,,,Toronto C14,Newtonbrook East,"$3,200,000",Detached,2-Storey,4,,4,Y,1,Built-In,Central Air,Gas,10/27/2021,SOLTANIAN REAL E...,416-901-8881,3%-$499+Hs...,C5415086
New,,166 Cummer Ave,,,,Toronto C14,Newtonbrook East,"$3,250,000",Detached,2-Storey,4,,4,Y,1,Built-In,Central Air,Gas,10/27/2021,SOLTANIAN REAL E...,416-901-8881,3%-$499 + ...,C5415058
New,,48 Bruce Farm Dr,,,,Toronto C15,Bayview Woods-Steeles,"$3,288,000",Detached,Bungalow-Raised,3,2,3,N,1,Attached,Central Air,Gas,12/7/2021,FOREST HILL REAL...,416-929-4343,2.50%,C5450327
New,,16 Ruden Cres,,,,Toronto C13,Parkwoods-Donalda,"$3,399,000",Detached,Backsplit 4,4,,4,N,1,Built-In,Central Air,Gas,1/3/2022,RIGHT AT HOME RE...,416-391-3232,2.50%,C5463275
New,,342* Lee Ave,,,,Toronto E02,The Beaches,"$3,399,000",Vacant Land,2-Storey,3,,2,N,1,None,None,Gas,10/31/2021,KELLER WILLIAMS ...,416-465-4545,2.5,E5419176
New,,3 Lawnview Dr,,,,Toronto C14,Willowdale East,"$3,488,000",Detached,2-Storey,4,1,5,Y,1,Attached,Central Air,Gas,9/23/2021,KELLER WILLIAMS ...,905-669-2200,2.5 + Hst,C5381317
New,,69 Alamosa Dr,,,,Toronto C15,Bayview Village,"$3,489,000",Detached,Bungalow-Raised,3,1,5,Y,1,Attached,Central Air,Gas,11/9/2021,RE/MAX REALTRON ...,416-222-8600,2.5% ***,C5427111
New,,188 Hollywood Ave,,,,Toronto C14,Willowdale East,"$3,500,000",Detached,2-Storey,5,2,7,Y,1,Attached,Central Air,Gas,9/30/2021,FOREST HILL REAL...,416-929-4343,2.50%,C5389148
New,,19 Bobwhite Cres,,,,Toronto C12,St. Andrew-Windfields,"$3,500,000",Detached,2-Storey,5,,5,Y,1,Attached,Central Air,Gas,10/28/2021,MANORLEAD GROUP ...,647-613-8568,2.50%,C5416538
New,,158 Hollywood Ave,,,,Toronto C14,Willowdale East,"$3,658,800",Detached,2-Storey,4,1,6,Y,1,Built-In,Central Air,Gas,12/16/2021,RE/MAX REALTRON ...,905-764-6000,"2.5% + 15,...",C5457420
New,,117 Lord Seaton Rd,,,,Toronto C12,St. Andrew-Windfields,"$3,688,000",Detached,2-Storey,3,,4,Y,1,Attached,Central Air,Gas,1/5/2022,FOREST HILL REAL...,416-929-4343,2.50%,C5465250
New,,127 Overland Dr,,,,Toronto C13,Banbury-Don Mills,"$3,688,800",Detached,2-Storey,4,1,5,Y,1,Built-In,Central Air,Gas,11/8/2021,ECKO JAY REALTY ...,416-445-8858,2.5% + H.S...,C5425758
New,,164 Church Ave,,,,Toronto C14,Willowdale East,"$3,688,800",Detached,2-Storey,4,1,6,Y,1,Built-In,Central Air,Gas,11/23/2021,RE/MAX WEST REAL...,416-281-0027,2.5% +Hst+...,C5439844
New,,1 Waring Crt,,,,Toronto C14,Willowdale East,"$3,788,000",Detached,2-Storey,4,1,7,Y,1,Built-In,Central Air,Gas,1/7/2022,RE/MAX REALTRON ...,416-222-8600,2.5% -$498...,C5466698
New,,114 Wedgewood Dr,,,,Toronto C14,Newtonbrook East,"$3,888,000",Detached,2-Storey,4,1,6,Y,1,Attached,Central Air,Gas,9/21/2021,ROYAL LEPAGE REA...,416-487-4311,3% !!!!!,C5377472
New,,196 Holmes Ave,,,,Toronto C14,Willowdale East,"$3,890,000",Detached,2-Storey,4,2,6,Y,1,Built-In,Central Air,Gas,8/3/2021,HOMELIFE LANDMAR...,905-305-1600,2.5%+Many ...,C5326745
New,,26 Harrison Rd,,,,Toronto C12,St. Andrew-Windfields,"$3,890,000",Detached,Bungalow,4,,3,N,1,Attached,Central Air,Gas,10/28/2021,MANORLEAD GROUP ...,647-613-8568,2.50%,C5416570
New,,221 Willowdale Ave,,,,Toronto C14,Willowdale East,"$3,980,000",Detached,2-Storey,4,3,6,N,1,Built-In,Central Air,Gas,12/7/2021,RE/MAX EXCEL REA...,905-475-4750,2.5%+Hst,C5450640
New,,174 Holmes Ave,,,,Toronto C14,Willowdale East,"$3,988,000",Detached,2-Storey,4,1,7,Y,1,Detached,Central Air,Gas,1/7/2022,HOMELIFE NEW WOR...,416-490-1177,3.50%+++++...,C5467316
New,,216 Dunview Ave,,,,Toronto C14,Willowdale East,"$3,999,000",Detached,2-Storey,5,1,8,Y,1,Built-In,Central Air,Gas,5/10/2021,TRADEWORLD REALT...,416-491-3228,2.25%,C5228422
New,,242 Parkview Ave,,,,Toronto C14,Willowdale East,"$3,999,000",Detached,2-Storey,4,2,7,Y,1,Built-In,Central Air,Gas,11/1/2021,FOREST HILL REAL...,416-929-4343,2.50%,C5419266
New,,117 Balsam Ave,,,,Toronto E02,The Beaches,"$3,999,999",Detached,2 1/2 Storey,4,1,4,Y,1,Detached,Central Air,Gas,1/11/2022,RE/MAX HALLMARK ...,416-699-9292,2.5% (+Hst...,E5469070
New,,2426 Bayview Ave,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$4,058,750",Detached,2-Storey,4,1,5,Y,1,Attached,Central Air,Gas,10/25/2021,ENGEL & VOLKERS ...,416-628-1357,1.8% + Hst,C5413063
New,,28 Hurndale Ave N,,,,Toronto E03,Playter Estates-Danforth,"$4,195,000",Detached,3-Storey,5,1,4,N,3,Detached,None,Electric,11/5/2021,RE/MAX HALLMARK ...,416-462-1888,2.50%,E5425004
New,,5 Breen Cres,,,,Toronto C12,St. Andrew-Windfields,"$4,280,000",Detached,2-Storey,4,1,6,Y,1,Built-In,Central Air,Gas,11/14/2021,FIRST CLASS REAL...,905-604-1010,2.50%,C5431896
New,,155 Hollywood Ave,,,,Toronto C14,Willowdale East,"$4,299,000",Detached,2-Storey,4,2,7,Y,1,Attached,Central Air,Gas,11/2/2021,CANADA GEM REALT...,416-888-9494,2.5%-499,C5419798
New,,20 Oxbow Rd,,,,Toronto C13,Banbury-Don Mills,"$4,300,000",Detached,Bungalow,4,2,3,N,1,Attached,Central Air,Gas,10/20/2021,TRUSTWELL REALTY...,416-498-9995,2.5% Plus ...,C5408778
New,,75 Northwood Dr E,,,,Toronto C14,Willowdale East,"$4,380,000",Detached,2-Storey,5,1,7,Y,1,Attached,Central Air,Gas,11/27/2021,HOMELIFE LANDMAR...,905-305-1600,2.5%+Hst,C5443773
New,,2424 Bayview Ave,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$4,441,250",Detached,Bungalow,3,2,3,N,1,Attached,Central Air,Gas,10/25/2021,ENGEL & VOLKERS ...,416-628-1357,1.8% + Hst,C5413058
New,,117 Northdale Rd,,,,Toronto C12,St. Andrew-Windfields,"$4,450,000",Detached,Other,6,,6,Y,1,Built-In,Central Air,Gas,12/3/2021,RE/MAX REALTRON ...,416-431-9200,2.5% + Hst,C5448487
New,,142 Upper Canada Dr,,,,Toronto C12,St. Andrew-Windfields,"$4,480,000",Detached,2-Storey,4,1,6,Y,1,Built-In,Central Air,Gas,10/8/2021,RE/MAX REALTRON ...,416-223-1818,2.5% Plus ...,C5397060
New,,22 Cosmic Dr,,,,Toronto C13,Banbury-Don Mills,"$4,480,000",Detached,2-Storey,5,,7,Y,1,Built-In,Central Air,Gas,10/12/2021,MASTER`S TRUST R...,905-940-8996,2.50%,C5400054
New,,156 Highland Cres,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$4,500,000",Vacant Land,,,,0,,,,,,12/1/2021,ROYAL LEPAGE/J &...,416-489-2121,2.5% + H.S...,C5446174
New,,96 Northdale Rd,,,,Toronto C12,St. Andrew-Windfields,"$4,500,000",Detached,2-Storey,5,,6,Y,1,Attached,Central Air,Gas,1/9/2022,RE/MAX PREMIER I...,416-987-8000,2.50%,C5467894
New,,2 Tremont Cres,,,,Toronto C13,Banbury-Don Mills,"$4,580,000",Detached,2-Storey,4,2,7,Y,1,Attached,Central Air,Gas,11/4/2021,DREAM HOME REALT...,905-604-6855,2.5,C5422518
New,,18 Kestell Lane,,,,Toronto C13,Parkwoods-Donalda,"$4,688,000",Detached,2-Storey,4,1,6,Y,1,Built-In,Central Air,Gas,6/16/2021,BAY STREET GROUP...,905-919-0101,2.5% Plus ...,C5275170
New,,88 Fifeshire Rd,,,,Toronto C12,St. Andrew-Windfields,"$4,788,000",Detached,Bungalow,4,1,4,Y,1,Built-In,Central Air,Gas,1/1/2022,HOMELIFE LANDMAR...,905-305-1600,2.50%,C5462427
New,,63 Gerald St,,,,Toronto C12,St. Andrew-Windfields,"$4,997,000",Detached,2-Storey,4,1,7,Y,1,Attached,Central Air,Gas,10/22/2021,SUTTON GROUP-ADM...,416-739-7200,2.5% Plus ...,C5410437
New,,12 Pembury Ave W,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$5,198,000",Detached,2-Storey,4,1,7,Y,1,Built-In,Central Air,Gas,1/11/2022,HOMELIFE LANDMAR...,905-305-1600,2.50%,C5469232
New,,35 York Rd,,,,Toronto C12,St. Andrew-Windfields,"$5,380,000",Detached,2-Storey,4,1,6,Y,1,Built-In,Central Air,Gas,1/10/2022,RE/MAX REALTRON ...,416-223-1818,2.5% Plus ...,C5468091
New,,103 Buckingham Ave,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$5,495,000",Detached,2 1/2 Storey,3,1,5,Y,1,Attached,Central Air,Gas,10/31/2021,ROYAL LEPAGE/J &...,416-489-2121,2.5% + Hst,C5418377
New,,50 Bayview Wood,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$5,500,000",Detached,2-Storey,5,,5,Y,1,Attached,Central Air,Gas,10/21/2021,JAMES SO REALTY ...,416-465-2412,2.5% + Hst,C5409871
New,,117A Northdale Rd,,,,Toronto C12,St. Andrew-Windfields,"$5,500,000",Detached,Other,6,,6,Y,1,Built-In,Central Air,Gas,12/3/2021,RE/MAX REALTRON ...,416-431-9200,2.5% + Hst,C5448472
New,,84 Aldershot Cres,,,,Toronto C12,St. Andrew-Windfields,"$5,580,000",Detached,2-Storey,5,2,8,Y,1,Attached,Central Air,Gas,10/14/2021,FOREST HILL REAL...,416-785-1500,2.50%,C5401524
New,,185 Fenn Ave,,,,Toronto C12,St. Andrew-Windfields,"$5,650,000",Detached,Other,4,1,7,Y,1,Attached,Central Air,Gas,12/13/2021,RE/MAX REALTRON ...,416-431-9200,2.5% + Hst,C5455052
New,,3025 Queen St E,,,,Toronto E02,The Beaches,"$5,889,000",Multiplex,3-Storey,9,3,9,Y,6,None,None,Gas,10/7/2021,RE/MAX CONDOS PL...,416-203-6636,2.50%,E5395505
New,,3 Sulgrave Cres,,,,Toronto C12,St. Andrew-Windfields,"$5,900,000",Detached,2-Storey,5,1,9,Y,1,Built-In,Central Air,Gas,10/25/2021,FOREST HILL REAL...,416-929-4343,2.5% + Hst,C5412514
New,,48 Silvergrove Rd,,,,Toronto C12,St. Andrew-Windfields,"$5,988,000",Detached,2-Storey,6,6,6,Y,2,Built-In,Central Air,Oil,10/18/2021,SAGE REAL ESTATE...,416-483-8000,2.30%,C5405816
New,,18 Wimpole Dr,,,,Toronto C12,St. Andrew-Windfields,"$5,999,000",Detached,2-Storey,4,2,7,Y,1,Built-In,Central Air,Gas,11/5/2021,CENTURY 21 ATRIA...,416-218-8880,2.5% + Hst,C5423827
New,,2438 Bayview Ave,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$6,000,000",Detached,2-Storey,5,1,6,Y,1,Built-In,Central Air,Gas,1/5/2022,RE/MAX REALTRON ...,416-222-8600,1.5% + Hst,C5465640
New,,19 Citation Dr S,,,,Toronto C15,Bayview Village,"$6,280,000",Detached,2-Storey,5,1,9,Y,1,Built-In,Central Air,Gas,11/29/2021,SUTTON GROUP-ADM...,416-739-7200,2.5 % And ...,C5444049
New,,41 Arjay Cres,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$6,380,000",Detached,2-Storey,5,1,9,Y,1,Attached,Central Air,Gas,11/30/2021,HOMELIFE LANDMAR...,905-305-1600,2.50%,C5444907
New,,1041 Birchmount Rd,,,,Toronto E04,Ionview,"$6,600,000",Multiplex,2-Storey,9,9,14,N,6,Built-In,Central Air,Gas,12/10/2021,ROYAL LEPAGE YOU...,905-731-2000,2%,E5453997
New,,7 Legacy Crt,,,,Toronto C12,St. Andrew-Windfields,"$6,888,000",Detached,3-Storey,4,1,7,Y,2,Built-In,Central Air,Gas,9/27/2021,FOREST HILL REAL...,416-929-4343,2.50%,C5383625
New,,32 Suncrest Dr,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$6,950,000",Detached,2-Storey,5,1,8,Y,1,Attached,Central Air,Gas,12/16/2021,RE/MAX CROSSROAD...,905-305-0505,2.5% Plus ...,C5457193
New,,19 York Ridge Rd,,,,Toronto C12,St. Andrew-Windfields,"$6,995,000",Detached,2-Storey,5,1,5,Y,1,Attached,Central Air,Gas,10/21/2021,HARVEY KALLES RE...,416-441-2888,2.50%,C5409360
New,,63 Rollscourt Dr,,,,Toronto C12,St. Andrew-Windfields,"$6,999,000",Detached,2-Storey,5,1,8,Y,1,Built-In,Central Air,Gas,11/11/2021,TRADEWORLD REALT...,416-491-3228,2.50%,C5429917
New,,2771 & 2773 Victoria Park Ave #,,,,Toronto E05,L'Amoreaux,"$7,345,000",Detached,2-Storey,8,,5,Y,3,Attached,None,Gas,6/8/2021,RIGHT AT HOME RE...,289-357-3000,2.5,E5266164
New,,64 Berkindale Dr,,,,Toronto C12,St. Andrew-Windfields,"$7,500,000",Detached,2-Storey,5,1,8,Y,1,Built-In,Central Air,Gas,11/4/2021,RE/MAX REALTRON ...,416-431-9200,2.5% + Hst,C5423069
New,,15 Royal Oak Dr,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$7,590,000",Detached,2-Storey,5,1,7,Y,1,Built-In,Central Air,Gas,6/10/2021,REAL ONE REALTY ...,905-597-8511,2.50%,C5268258
New,,3 Knightswood Rd,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$7,700,000",Detached,2-Storey,5,1,7,Y,1,Built-In,Central Air,Gas,1/5/2022,HOMELIFE NEW WOR...,416-490-1177,3.50%,C5464951
New,,25 Dempsey Cres,,,,Toronto C12,St. Andrew-Windfields,"$7,850,000",Detached,2-Storey,5,1,9,Y,1,Attached,Central Air,Gas,1/4/2022,ROYAL LEPAGE REA...,416-487-4311,2.5% Hst I...,C5463714
New,,78 Arjay Cres,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$7,995,000",Detached,Bungalow,4,,5,N,1,Attached,Central Air,Gas,9/21/2021,RE/MAX REALTRON ...,416-431-9200,2.5% + Hst,C5377694
New,,11 Purling Pl,,,,Toronto C13,Banbury-Don Mills,"$9,298,000",Detached,2-Storey,5,1,9,Y,1,Built-In,Central Air,Gas,1/11/2022,HOMELIFE NEW WOR...,416-490-1177,2.5%+Hst,C5469969
New,,15 Valleyanna Dr,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$9,350,000",Detached,2-Storey,6,1,11,Y,2,Built-In,Central Air,Gas,10/14/2021,RE/MAX REALTRON ...,416-431-9200,2.5% + Hst,C5402090
New,,39 The Bridle Path,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$9,495,000",Detached,2-Storey,4,1,6,Y,1,Built-In,Central Air,Gas,1/10/2022,HARVEY KALLES RE...,416-441-2888,2.5% Of Sa...,C5468562
New,,27 Alderbrook Dr,,,,Toronto C13,Banbury-Don Mills,"$9,700,000",Detached,2-Storey,5,1,8,Y,1,Attached,Central Air,Gas,10/1/2021,"THE AGENCY, BROK...",416-847-5288,2.50% Plus...,C5389174
New,,7 Tudor Gate,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$9,800,000",Detached,2-Storey,5,1,10,Y,1,Built-In,Central Air,Gas,10/19/2021,RE/MAX REALTRON ...,416-431-9200,2.5% + Hst,C5408398
New,,21 Old Colony Rd,,,,Toronto C12,St. Andrew-Windfields,"$11,980,000",Detached,2 1/2 Storey,6,2,10,Y,1,Built-In,Central Air,Gas,11/1/2021,ROYAL LEPAGE REA...,416-997-6658,2.5 % + Hs...,C5418875
New,,49 Plymbridge Road Rd,,,,Toronto C12,Bridle Path-Sunnybrook-York Millsath-Sunnybrook-York Mills,"$12,380,000",Detached,2-Storey,5,1,9,Y,1,Built-In,Central Air,Gas,10/9/2021,"EASTIDE REALTY, ...",905-477-1818,2.5%+Hst,C5398073
New,,2617-21 Bayview Ave,,,,Toronto C12,St. Andrew-Windfields,"$14,800,000",Vacant Land,,,,0,,,,,,11/22/2021,"THE AGENCY, BROK...",416-847-5288,2.5% + Hst,C5438385
New,,36 High Point Rd,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$16,000,000",Detached,2-Storey,5,1,7,Y,2,Attached,Central Air,Gas,10/25/2021,CHESTNUT PARK RE...,416-925-9191,2.5% + Hst,C5412464
New,,382 Old Yonge St,,,,Toronto C12,St. Andrew-Windfields,"$17,500,000",Detached,2-Storey,6,1,13,Y,1,Built-In,Central Air,Gas,10/28/2021,RE/MAX REALTRON ...,416-431-9200,2.5% + Hst,C5415674
New,,30 Fifeshire Rd,,,,Toronto C12,St. Andrew-Windfields,"$17,888,000",Detached,3-Storey,9,3,16,Y,2,Attached,Central Air,Gas,11/29/2021,HOMELIFE/VISION ...,416-383-1828,2.50%,C5444422
New,,101 Old Colony Rd,,,,Toronto C12,St. Andrew-Windfields,"$19,800,000",Detached,2-Storey,5,1,10,Y,1,Built-In,Central Air,Gas,12/1/2021,RE/MAX REALTRON ...,416-431-9200,2.5% + Hst,C5445705
New,,20 High Point Rd,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$20,000,000",Detached,2-Storey,5,1,10,Y,1,Attached,Central Air,Gas,7/22/2021,RE/MAX GOLDENWAY...,905-707-8199,2.5% - Tha...,C5317008
New,,25 Country Lane,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$21,000,000",Detached,2-Storey,5,1,10,Y,2,Detached,Central Air,Gas,11/17/2021,SOTHEBY`S INTERN...,416-960-9995,2.50%,C5435271
New,,24 Park Lane Circ,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$25,000,000",Other,2-Storey,9,1,16,Y,2,Detached,Central Air,Gas,4/23/2021,RE/MAX REALTRON ...,416-431-9200,2.5% + Hst,C5207266
New,,16 Stratheden Rd,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$26,900,000",Detached,2-Storey,6,,10,Y,2,Built-In,Central Air,Gas,9/15/2021,HARVEY KALLES RE...,416-441-2888,2%,C5371958
